,암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
12824,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ3MiQzNjEyMjIjODEjJDEjJDIjJDgz,몸편한재활의학과의원,31,의원,110000,서울,110010,서대문구,,3712,"서울특별시 서대문구 수색로 40, 2층 (남가좌동)",02-2038-3308,,20150519,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9143561,37.5700104
12860,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,무지개의원,31,의원,110000,서울,110001,강남구,역삼동,6247,"서울특별시 강남구 논현로 409, 2층 (역삼동)",02-553-4188,,20051221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0386103,37.4965317
12864,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz,무척시원정형외과의원,31,의원,110000,서울,110011,성동구,행당동,4741,"서울특별시 성동구 독서당로 434, 대림종합상가 2층 212호 (응봉동)",,,20220221,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.034084,37.5539121
12866,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,묵동제일정형외과의원,31,의원,110000,서울,110019,중랑구,,2005,"서울특별시 중랑구 동일로 933, 묵동제일정형외과 (묵동)",02-974-9334,,20010510,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0765736,37.6137336
12885,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz,문동언마취통증의학과의원,31,의원,110000,서울,110001,강남구,역삼동,6140,"서울특별시 강남구 논현로 526, 지하 1,2층, 6층 (역삼동)",02-535-7500,,20140311,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0359978,37.5034456
12915,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,문소아청소년과의원,31,의원,110000,서울,110003,강서구,방화동,7593,"서울특별시 강서구 양천로 126, (방화동)",02-2665-7575,,19980723,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8178619,37.5731775
12932,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,문영환산부인과의원,31,의원,110000,서울,110010,서대문구,남가좌동,3693,"서울특별시 서대문구 모래내로 239, (남가좌동)",02-373-1133,,19830304,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9251853,37.5753635
12936,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,문원실산부인과의원,31,의원,110000,서울,110014,용산구,,4415,"서울특별시 용산구 보광로 22-1, (보광동, 문원실산부인과)",02-795-2922,,19950831,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0007884,37.526532
12944,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,문이비인후과의원,31,의원,110000,서울,110025,금천구,독산동,8531,"서울특별시 금천구 시흥대로 473, (독산동)",02-856-4378,,19901127,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8980969,37.4759429
13000,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz,뮤즈의원,31,의원,110000,서울,110001,강남구,,6123,"서울특별시 강남구 강남대로 452, 대연빌딩 2~5층 (역삼동)",02-1544-2994,,20130409,8,7,0,0,1,0,0,0,0,0,0,0,0,0,127.0257154,37.5028579
13001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz,뮤즈의원,31,의원,110000,서울,110009,마포구,,4100,"서울특별시 마포구 서강로 136, 아이비타워 7층 (노고산동)",02-2138-0991,,20120814,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9358065,37.5540349
13073,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQyIyQxIyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz,미라인피부과의원,31,의원,110000,서울,110001,강남구,역삼동,6129,"서울특별시 강남구 강남대로 432, 804호 (역삼동)",02-1833-5375,,20050705,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0266249,37.501235
13094,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjODEjJDEjJDYjJDgz,미래365연합의원,31,의원,110000,서울,110020,양천구,,7921,"서울특별시 양천구 곰달래로5길 17, 신월프라자 103,104,105,109호 (신월동)",02-2699-8110,,20190409,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.833502,37.5310151
13110,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,미래로으랏차정형외과의원,31,의원,110000,서울,110007,동대문구,,2560,"서울특별시 동대문구 왕산로32길 7, 3층 (용두동)",02-965-7582,,20090825,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0418316,37.5787365
13112,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,미래마취통증의학과의원,31,의원,110000,서울,110024,강북구,,1117,"서울특별시 강북구 도봉로 253, 5층 (수유동)",02-981-6523,,20021022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0239935,37.63102
13121,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz,미래비뇨기과의원,31,의원,110000,서울,110022,노원구,,1779,"서울특별시 노원구 동일로203가길 29, 브라운스톤 296-297호 (중계동)",02-948-6090,,20060220,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0642714,37.6399301
13140,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,미래소아청소년과의원,31,의원,110000,서울,110024,강북구,미아동,1110,"서울특별시 강북구 삼양로 247, 3층 (미아동, 롯데마트 삼양점)",02-987-7015,,19960610,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.017747,37.6255182
13149,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQyIyQxIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,미래신경과의원,31,의원,110000,서울,110021,서초구,,6703,"서울특별시 서초구 방배로 37, 2층 (방배동, 대기빌딩)",02-583-7573,,20000218,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9995905,37.4780495
13150,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,미래신경과의원,31,의원,110000,서울,110022,노원구,상계동,1660,"서울특별시 노원구 한글비석로24길 63, 중앙의원 (상계동)",02-939-1115,,20020205,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.073533,37.6631817
13152,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNjEjJDEjJDgjJDgz,미래신경과의원,31,의원,110000,서울,110019,중랑구,,2146,"서울특별시 중랑구 면목로 415, 3층 (면목동)",02-438-7582,,20020516,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0871158,37.5890275
13162,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,미래아이내과의원,31,의원,110000,서울,110010,서대문구,남가좌동,3709,"서울특별시 서대문구 수색로 100, 상가동 1층 105,106호 (북가좌동, DMC래미안이편한세상)",02-309-7582,,20121122,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9109013,37.572773
13170,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,미래안과의원,31,의원,110000,서울,110024,강북구,수유동,1074,"서울특별시 강북구 도봉로 341, (수유동)",02-990-7743,,20000202,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.025611,37.6383399
13171,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,미래안과의원,31,의원,110000,서울,110018,송파구,마천동,5756,"서울특별시 송파구 마천로41길 9, 2층 (마천동)",02-430-7555,,20150312,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1487742,37.497222
13231,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,미래이비인후과의원,31,의원,110000,서울,110017,중구,,4521,"서울특별시 중구 무교로 32, 효령빌딩 402호 (무교동)",778-9275,,20050811,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9795793,37.5687701
13267,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,미래플러스의원,31,의원,110000,서울,110020,양천구,신정동,8053,"서울특별시 양천구 신정로7길 60-5, (신정동, 동일프라자)",02-2066-8787,,20060718,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8381386,37.5126557
13276,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,미러의원,31,의원,110000,서울,110018,송파구,,5837,"서울특별시 송파구 송파대로 111, 205동 411,412호 (문정동, 파크하비오 하비오타워)",02-400-8077,,20170608,2,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1232611,37.4805094
13338,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,미산부인과의원,31,의원,110000,서울,110003,강서구,등촌동,7575,"서울특별시 강서구 양천로 460, (등촌동)",02-2659-7777,,19960515,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.851709,37.5625888
13350,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,미소가인피부과의원,31,의원,110000,서울,110021,서초구,,6665,"서울특별시 서초구 방배로 84, 5층 (방배동, 유성빌딩)",586-5100,,20110419,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9976577,37.4819952
13402,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,미소와산부인과의원,31,의원,110000,서울,110018,송파구,,5854,"서울특별시 송파구 법원로 114, 엠스테이트 C동 204호 (문정동)",02-2135-7585,,20171228,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1206993,37.4857987
13424,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQxMyQyNjEyMjIjODEjJDEjJDIjJDgz,미소정신건강의학과의원,31,의원,110000,서울,110009,마포구,,4168,"서울특별시 마포구 마포대로 52, 207호 (도화동, 고려아카데미텔Ⅱ)",02-3273-9591,,19990910,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9476643,37.5403379
13438,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNTEjJDEjJDYjJDgz,미소진의원,31,의원,110000,서울,110007,동대문구,이문동,2420,"서울특별시 동대문구 휘경로3길 4, (이문동)",02-963-0901,,20050613,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0625005,37.5958026
13450,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjNjEjJDEjJDgjJDgz,미쉘여성의원,31,의원,110000,서울,110018,송파구,,5633,"서울특별시 송파구 백제고분로48길 27, (방이동, 4층)",02-412-2277,,20060621,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1161173,37.5109417
13452,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,미스터비뇨기과의원,31,의원,110000,서울,110004,관악구,,8754,"서울특별시 관악구 신림로 350, 406호 (신림동, 서원프라자)",02-876-1160,,19991112,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9299291,37.4855079
13464,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ4MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,미아정신건강의학과의원,31,의원,110000,서울,110024,강북구,,1220,"서울특별시 강북구 도봉로 40, 대경빌딩 4층 (미아동)",02-985-3364,,19950401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0304487,37.6125873
13485,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,미앤미의원,31,의원,110000,서울,110002,강동구,천호동,5248,"서울특별시 강동구 올림픽로 651, 4층 (천호동, 예경빌딩)",02-470-1175,,20110701,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1233821,37.5397472
13600,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz,미즈앤미여성의원,31,의원,110000,서울,110010,서대문구,,3681,"서울특별시 서대문구 응암로 55, (북가좌동)",02-303-6399,,19830527,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9098305,37.578402
13677,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,민마취통증의학과의원,31,의원,110000,서울,110015,은평구,대조동,3396,"서울특별시 은평구 통일로67길 3, 3층 (대조동)",02-357-9003,,20080508,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9288377,37.6109418
13714,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz,민이비인후과의원,31,의원,110000,서울,110001,강남구,,6236,"서울특별시 강남구 테헤란로26길 10, 성보빌딩 2층 (역삼동)",02-501-2250,,20180307,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0358567,37.4996461
13737,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz,민현조내과의원,31,의원,110000,서울,110022,노원구,공릉동,1852,"서울특별시 노원구 동일로 1101, 5층 (공릉동, 하니빌딩)",02-948-3456,,19990831,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0710198,37.6282565
13802,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,바로내과의원,31,의원,110000,서울,110003,강서구,,7575,"서울특별시 강서구 양천로 476, 금부빌딩 4층 401호 (등촌동)",02-3012-8585,,20191016,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.8532854,37.5616037
13822,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,바로이비인후과의원,31,의원,110000,서울,110020,양천구,,7997,"서울특별시 양천구 목동동로 293, 현대41타워 405호 (목동)",02-6396-3952,,20210716,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8757769,37.5281774
13823,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,바로이비인후과의원,31,의원,110000,서울,110019,중랑구,,2238,"서울특별시 중랑구 면목로 319, 삼성종합프라자 2층 (면목동)",02-2207-8575,,20210128,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0882283,37.5804403
13835,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,바로척마취통증의학과의원,31,의원,110000,서울,110012,성북구,,2880,"서울특별시 성북구 성북로 11, 2층 (성북동1가)",02-928-2272,,20210302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0048919,37.5890159
13863,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,바른길정형외과의원,31,의원,110000,서울,110001,강남구,,6278,"서울특별시 강남구 도곡로 408, 디마크 빌딩 2층 (대치동)",02-6959-0680,,20200113,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.05525,37.4966282
13892,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,바른몸정형외과의원,31,의원,110000,서울,110020,양천구,,7965,"서울특별시 양천구 등촌로 32, 목동태영프라자 4층 (목동)",02-2648-7773,,20040930,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8641657,37.5328886
13926,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,바른손연세재활의학과의원,31,의원,110000,서울,110021,서초구,,6743,"서울특별시 서초구 강남대로 200, 4층 (양재동, 삼화빌딩)",02-574-4484,,20151023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0371098,37.4821343
13932,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,바른습관유강혜영의원,31,의원,110000,서울,110018,송파구,삼전동,5600,"서울특별시 송파구 석촌호수로 142, 5층 501호 (삼전동)",02-534-2387,,20080411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0927695,37.5069644
13967,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,바른이비인후과의원,31,의원,110000,서울,110022,노원구,,1779,"서울특별시 노원구 동일로203가길 29, 260~262호 (중계동, 브라운스톤중계)",02-976-2400,,20051115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0642714,37.6399301
13991,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,바른정형외과의원,31,의원,110000,서울,110005,구로구,,8341,"서울특별시 구로구 오류로8길 57, 대성빌딩 2층 (오류동)",02-2060-0075,,20040513,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8434067,37.4924145
14069,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQyIyQ1IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz,박경식남성비뇨의학과의원,31,의원,110000,서울,110018,송파구,,5676,"서울특별시 송파구 송파대로 378, 2층 (송파동, 세호빌딩)",02-412-5996,,19941207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1109852,37.5015585
14092,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQxMyQzNjE4MzIjODEjJDEjJDIjJDgz,박금자산부인과의원,31,의원,110000,서울,110013,영등포구,,7445,"서울특별시 영등포구 시흥대로175길 3, (대림동)",02-846-1503,,19841128,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9045065,37.4877239
14098,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,박기호내과의원,31,의원,110000,서울,110003,강서구,내발산동,7639,"서울특별시 강서구 강서로 267, 3층 G030호 (내발산동, 송화쇼핑센터)",02-2662-4778,,20100402,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.835939,37.5496059
14103,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,박내과의원,31,의원,110000,서울,110024,강북구,,1073,"서울특별시 강북구 도봉로 337, (수유동)",02-990-4575,,19740806,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0252783,37.6380167
14104,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,박내과의원,31,의원,110000,서울,110011,성동구,,4793,"서울특별시 성동구 성수일로10길 32, 2층 201, 202호 (성수동2가, 창미빌딩)",02-466-7729,,20170124,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0534046,37.5462291
14106,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNjEjJDEjJDgjJDgz,박내과의원,31,의원,110000,서울,110013,영등포구,신길동,7382,"서울특별시 영등포구 도신로 90, 2층 (신길동)",02-847-7812,,19930428,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9024697,37.5069483
14108,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,박내과의원,31,의원,110000,서울,110020,양천구,,7950,"서울특별시 양천구 목동중앙북로 24, (목동)",02-2646-5377,,20021112,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8659825,37.5481397
14166,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,박미란소아청소년과의원,31,의원,110000,서울,110004,관악구,,8793,"서울특별시 관악구 남부순환로 1938, (봉천동)",02-872-3274,,19960304,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9641291,37.4765678
14180,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,박병대비뇨기과의원,31,의원,110000,서울,110021,서초구,양재동,6736,"서울특별시 서초구 남부순환로350길 4, 5층 (양재동, 양재동, 대진빌딩)",02-579-2588,,19981001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0352051,37.4843523
14183,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,박병섭내과의원,31,의원,110000,서울,110015,은평구,갈현동,3328,"서울특별시 은평구 통일로 901, 2층 (갈현동)",02-389-6600,,19910418,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9195947,37.6234845
14209,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5MiQzNjEwMDIjNTEjJDEjJDIjJDgz,박상내과의원,31,의원,110000,서울,110023,광진구,자양동,5068,"서울특별시 광진구 뚝섬로 587, 2층 (자양동)",02-458-2727,,20000322,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0754233,37.5334847
14220,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,박상윤안과의원,31,의원,110000,서울,110013,영등포구,,7333,"서울특별시 영등포구 여의대방로 383, 경도빌딩 (여의도동)",02-780-7475,,19791110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9315136,37.5193464
14224,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDQjJDgz,박상준의원,31,의원,110000,서울,110013,영등포구,,7213,"서울특별시 영등포구 양평로 53, (당산동5가)",02-2039-9111,,20150722,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9004219,37.5343222
14227,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQyNjE4MzIjNjEjJDEjJDAjJDgz,박상춘안과의원,31,의원,110000,서울,110003,강서구,화곡동,7727,"서울특별시 강서구 화곡로 190, (화곡동)",02-2692-8458,,19860624,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8426092,37.5425437
14230,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,박상현소아청소년과의원,31,의원,110000,서울,110012,성북구,,2710,"서울특별시 성북구 보국문로 33, 204호 (정릉동)",913-5700,,20181205,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0101198,37.6073767
14233,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQwMyQyNjEwMDIjNTEjJDEjJDIjJDgz,박상화정형외과의원,31,의원,110000,서울,110002,강동구,성내동,5408,"서울특별시 강동구 양재대로 1319, (성내동)",02-488-7750,,19910404,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1344526,37.5241988
14243,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNTEjJDEjJDYjJDgz,박선혜산부인과의원,31,의원,110000,서울,110001,강남구,,6342,"서울특별시 강남구 양재대로55길 7, 지하1층,4층 (일원동)",02-3411-3070,,20091222,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0877637,37.4913501
14246,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz,박성규내과의원,31,의원,110000,서울,110010,서대문구,옥천동,3734,"서울특별시 서대문구 영천시장길 70, (옥천동)",02-392-4027,,20010522,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9626019,37.5695319
